title,author,cover,pages,publisher,publish_year,rating,rating_count,rating_5,rating_4,rating_3,rating_2,rating_1,rated_high
Bera the One-Headed Troll,Eric Orchard (Author),Hardcover,128,First Second,2016,3.77,534,96,244,171,22,1,0
The Princess Who Had No Kingdom,"Ursula Jones, Sarah Gibb (Illustrator)",Hardcover,32,Orchard,2009,4.06,534,192,209,108,22,3,1
My Friend Maggie,Hannah E. Harrison,Hardcover,40,Dial,2016,4.14,533,206,225,79,17,6,1
Barry the Fish with Fingers,Sue Hendra,Hardcover,40,Alfred A Knopf Books for Young Readers,2010,3.82,533,158,189,129,45,12,0
The Golden Sandal: A Middle Eastern Cinderella Story,"Rebecca Hickox Ayres, Will Hillenbrand (Illustrator)",Paperback,32,Holiday House,1999,3.7800000000000002,533,144,184,159,37,9,0
Homer the Library Cat,"Reeve Lindbergh, Anne Wilsdorf (Illustrator)",Hardcover,32,Candlewick,2011,3.71,532,121,182,192,30,7,0
Tom's Midnight Garden: The Graphic Novel,"Édith (Illustrator), Philippa Pearce",Hardcover,96,OUP Oxford,2016,3.96,532,149,229,136,18,0,0
"Owly Wormy, Friends All Aflutter!",Andy Runton (Author),Hardcover,40,Atheneum Books for Young Readers,2011,4,532,183,201,119,24,5,0
Bulldozer's Big Day,"Candace Fleming (Author), Eric Rohmann (Illustrator)",Hardcover,40,Atheneum Books for Young Readers,2015,3.5,531,63,191,231,41,5,0
If You Happen to Have a Dinosaur,"Linda Bailey (Author), Colin Jack (Illustrations)",Hardcover,40,Tundra,2014,3.78,531,115,223,159,31,3,0
Small Saul,Ashley Spires (Author),Hardcover,32,Kids Can,2011,3.9299999999999997,531,130,260,116,24,1,0
Elizabeth Leads the Way: Elizabeth Cady Stanton and the Right to Vote,"Tanya Lee Stone (Author), Rebecca Gibbon (Illustrations)",Hardcover,32,Henry Holt,2008,4.109999999999999,531,194,223,95,14,5,1
A Pussycat's Christmas,"Margaret Wise Brown, Anne Mortimer (Illustrator)",Paperback,32,HarperCollins,1998,4.109999999999999,531,242,152,101,28,8,1
Cat Nap,Toni Yuly,Hardcover,40,Feiwel,2016,3.86,530,121,228,165,16,0,0
How Do Dinosaurs Stay Friends?,"Jane Yolen (Author), Mark Teague (Illustrations)",Hardcover,40,The Blue Sky,2016,3.8299999999999996,530,130,211,158,30,1,0
"Thank You, Octopus",Darren Farrell (Author),Hardcover,40,Dial,2014,3.84,530,139,221,127,34,9,0
The Animals' Christmas Eve,"Gale Wiersum, Alex Steele Morgan (Illustrator)",Hardcover,24,Golden,2007,4.23,530,273,140,92,18,7,1
We All Went on Safari,Laurie Krebs,Paperback,32,Barefoot,2004,4.24,530,233,210,75,6,6,1
The Captive Prince,Scott Chantler (Author),Paperback,116,Kids Can,2012,4.01,530,170,221,118,15,6,1
The Little Reindeer,Nicola Killen,Hardcover,32,Simon Schuster,2017,3.8699999999999997,529,119,242,147,21,0,0
Don't Call Me Bear!,Aaron Blabey,Hardcover,24,Scholastic Australia,2016,3.94,529,158,207,140,21,3,0
A Book of Babies,Il Sung Na,Hardcover,NA,Alfred A Knopf,2014,3.85,529,128,215,167,18,1,0
Henry and Mudge and the Great Grandpas,"Cynthia Rylant, Suçie Stevenson",Paperback,40,Simon Spotlight,2006,3.94,529,175,186,137,25,6,0
The First Day of Winter,Denise Fleming (Author),Hardcover,32,Henry Holt and Co,2005,3.75,529,125,182,186,35,1,0
Can I Tell You A Secret?,"Anna Kang (Author), Christopher Weyant",Hardcover,NA,HarperCollins Children,2016,3.7,528,112,191,183,36,6,0
The Water and the Wild,"K.E. Ormsbee (Author), Elsa Mora (Illustrator)",Hardcover,448,Chronicle,2015,4.1499999999999995,528,218,198,88,21,3,1
Garfield Throws His Weight Around,Jim Davis,Paperback,128,Ballantine,1998,4.2,528,267,132,102,20,7,1
Sea of Dreams,Dennis Nolan,Hardcover,40,Roaring Brook,2011,4.09,527,196,212,97,17,5,1
Maddy Kettle: The Adventure of the Thimblewitch,Eric Orchard (Author),Paperback,NA,Top Shelf Productions,2014,3.56,527,111,167,161,80,8,0
Hattie and the Wild Waves: A Story From Brooklyn,Barbara Cooney,Paperback,48,Puffin,1993,4.01,527,199,175,117,30,6,1
Solomon Crocodile,Catherine Rayner,Hardcover,32,Farrar Straus and Giroux,2011,3.58,526,93,177,210,36,10,0
Eloise Wilkin Stories,"Eloise Wilkin (Illustrator), Jane Werner Watson",Hardcover,224,Golden,2005,4.470000000000001,526,331,134,44,9,8,1
"Big Bear, Small Mouse","Karma Wilson (Author), Jane Chapman (Illustrations)",Hardcover,32,Margaret K McElderry,2016,3.83,525,117,224,163,19,2,0
A Very Special House,"Ruth Krauss, Maurice Sendak (Illustrator)",Hardcover,32,HarperCollins,2001,3.67,525,178,112,140,74,21,0
The Nuts: Bedtime at the Nut House,"Eric Litwin, Scott Magoon (Author) (Illustrations)",Hardcover,32,Little Brown Books for Young Readers,2014,3.75,524,148,161,161,43,11,0
"Sleepy, Oh So Sleepy",Denise Fleming (Author),Hardcover,32,Henry Holt and Company,2010,3.7800000000000002,524,149,169,155,42,9,0
The Troll,"Julia Donaldson, David Roberts (Illustrator)",Hardcover,32,Macmillan Children,2009,3.9099999999999997,524,178,173,126,40,7,0
Fire Engine No. 9,Mike Austin (Author),Hardcover,40,Random House BFYR,2015,3.77,523,115,210,166,25,7,0
Wangari Maathai: The Woman Who Planted Millions of Trees,"Franck Prévot, Aurélia Fronty (Illustrator)",Hardcover,48,Charlesbridge,2015,4.28,523,238,205,67,12,1,1
The Bear's Sea Escape,Benjamin Chaud,Hardcover,24,Chronicle,2014,3.8899999999999997,523,135,224,141,18,5,0
Tumford the Terrible,Nancy Tillman (Author),Hardcover,32,Feiwel,2011,3.73,523,140,167,165,37,14,0
The Birthday Box,Leslie Patricelli (Author),Hardcover,32,Candlewick,2007,3.94,523,153,210,140,17,3,0
Lowriders to the Center of the Earth,"Cathy Camper (Author), Raúl Gonzalez III (Illustrator)",Paperback,128,Chronicle,2016,3.9099999999999997,523,151,223,108,31,10,0
Turning Pages: My Life Story,"Sonia Sotomayor, Lulu Delacre (Author) (Illustrator)",Hardcover,40,Philomel,2018,4.28,522,235,212,65,7,3,1
Chicken in Space,"Adam Lehrhaupt (Author), Shahar Kober (Illustrator)",Hardcover,40,HarperCollins,2016,3.73,522,84,238,177,20,3,0
Spooky Pookie,Sandra Boynton,Board Book,18,Robin Corey,2015,4.06,522,192,185,130,12,3,1
Dona Flor: Un Cuento de una Mujer Gigante Con un Gran Corazon,"Pat Mora (Author), Raúl Colón (Illustrator)",Paperback,40,Dragonfly,2005,3.92,522,172,190,117,32,11,0
City Shapes,"Diana Murray (Author), Bryan Collier (Illustrator)",Hardcover,40,Little Brown and Company,2016,3.79,520,107,218,175,18,2,0
Dog Days of School,Kelly DiPucchio,Hardcover,40,Little Brown Books for Young Readers,2014,3.8499999999999996,520,124,213,168,13,2,0
Tweak Tweak,"Eve Bunting, Sergio Ruzzier (Author) (Illustrator)",Hardcover,40,Clarion,2011,3.8,520,131,195,157,32,5,0
A Trip to the Bottom of the World with Mouse: TOON Level 1,Frank Viva (Illustrations),Hardcover,32,Toon,2012,3.75,520,117,210,150,30,13,0
Baby Penguins Everywhere!,Melissa Guion,Hardcover,32,Philomel,2012,3.63,519,93,186,199,38,3,0
Dog,"Matthew Van Fleet (Author), Brian Stanton (Photographer)",NA,20,Simon Schuster,2007,4.34,519,290,130,85,12,2,1
Mouse's First Spring,"Lauren Thompson (Author), Buket Erdogan (illustrator)",Hardcover,32,Simon Schuster Books for Young Readers,2005,3.8,519,135,177,178,26,3,0
The Jolly Pocket Postman,"Janet Ahlberg (Illustrator), Allan Ahlberg",Hardcover,19,Little Brown and Company,1995,4.55,519,335,139,39,5,1,1
Out of the Woods: A True Story of an Unforgettable Event,Rebecca Bond,Hardcover,40,Farrar Straus and Giroux,2015,4.13,519,185,233,90,8,3,1
Garfield Eats Crow,"Jim Davis, Kuo-Yu Liang (Editor)",Paperback,96,Ballantine,2003,4.26,519,289,113,86,24,7,1
The First Step: How One Girl Put Segregation on Trial,"Susan E. Goodman, E.B. Lewis (Illustrations)",Hardcover,40,Bloomsbury USA Childrens,2016,4.3,518,236,219,50,6,7,1
The Odd One Out,Britta Teckentrup (Author),Hardcover,32,Big Picture,2014,4.18,518,195,228,88,7,0,1
Hugs from Pearl,Paul Schmid (Author),Hardcover,40,HarperCollins,2011,3.86,518,117,225,160,16,0,0
"Me, Frida","Amy Novesky (Author), David Díaz (Illustrator)",Hardcover,32,Harry N Abrams,2010,3.8899999999999997,518,151,203,128,27,9,0
もう ぬげない,"Shinsuke Yoshitake, ヨシタケ シンスケ",Hardcover,NA,ブロンズ新社,2015,4.1899999999999995,517,221,198,79,15,4,1
King Arthur's Very Great Grandson,Kenneth Kraegel,Hardcover,34,Candlewick,2012,3.98,517,163,211,118,21,4,0
Puddle,Hyewon Yum,Hardcover,40,Farrar Straus and Giroux,2016,3.77,516,86,246,165,17,2,0
Construction,"Sally Sutton, Brian Lovelock (Illustrator)",Hardcover,32,Walker Books Australia,2014,3.94,516,138,223,141,13,1,0
Little Tug,Stephen Savage (Author),Hardcover,32,Roaring Brook,2012,3.75,516,106,204,180,24,2,0
Me Want Pet!,"Tammi Sauer, Bob Shea",Hardcover,40,Simon Schuster,2012,3.73,516,121,194,154,35,12,0
Harold at the North Pole,Crockett Johnson,Paperback,48,HarperCollins,2004,3.88,516,165,165,148,34,4,0
The Secret Staircase,Jill Barklem,Hardcover,32,Philomel,1983,4.38,516,287,153,63,11,2,1
Where Oliver Fits,Cale Atkinson (Author),Hardcover,40,Tundra,2017,4.34,516,265,171,68,12,0,1
Amelia Rules! Volume 6: True Things Adults Don't Want Kids to Know,Jimmy Gownley (Author),Paperback,176,Simon,2010,4.28,516,285,128,72,22,9,1
Just in Case You Want to Fly,"Julie Fogliano, Christian Robinson (Illustrations)",Hardcover,40,Neal Porter,2019,3.7800000000000002,514,123,205,140,42,4,0
I Am Bat,Morag Hood,Hardcover,26,Sourcebooks,2017,4.05,514,182,210,90,29,3,1
Clifford's First Snow Day,Norman Bridwell,Paperback,32,Scholastic,1998,3.9499999999999997,514,190,141,153,27,3,0
Uncle Scrooge and Donald Duck: The Son of the Sun,"Don Rosa, David Gerstein (Editor)",Hardcover,208,Fantagraphics,2014,4.470000000000001,514,317,138,47,10,2,1
Baby Goes to Market,"Atinuke, Angela Brooksbank (Illustrator)",Hardcover,32,Candlewick,2017,4.27,513,220,219,68,6,0,1
Littles: And How They Grow,"Kelly DiPucchio, A.G. Ford (Illustrator)",Hardcover,26,Doubleday Books for Young Readers,2017,3.95,513,156,200,138,14,5,0
Ten Red Apples,Pat Hutchins,Hardcover,32,Greenwillow,2000,3.69,513,136,138,187,48,4,0
Open the Barn Door,Christopher Santoro (Illustrations),Board Book,22,Random House Books for Young Readers,1993,4.1899999999999995,513,252,144,92,15,10,1
Aviary Wonders Inc. Spring Catalog and Instruction Manual,Kate Samworth,Hardcover,32,Clarion,2014,3.94,513,163,205,107,29,9,0
Hap-Pea All Year,Keith Baker,Hardcover,40,Beach Lane,2016,3.88,512,135,204,154,17,2,0
Traction Man Meets Turbo Dog,Mini Grey,Hardcover,32,Alfred A Knopf,2008,3.92,512,168,192,107,31,14,0
Alia's Mission: Saving the Books of Iraq,Mark Alan Stamaty,Hardcover,32,Knopf Books for Young Readers,2004,3.7800000000000002,512,125,190,161,29,7,0
Missile Mouse: Book 2,Jake Parker,Paperback,160,Graphix,2011,4.18,512,249,147,87,18,11,1
Cartooning: Philosophy and Practice,Ivan Brunetti,Paperback,77,Yale University,2011,4.17,512,229,176,84,12,11,1
Z comme Zorglub,André Franquin,Hardcover,63,Dupuis,1986,4.05,512,211,158,111,23,9,1
Mrs. Wishy-Washy,"Joy Cowley, Elizabeth Fuller",Board Book,16,Philomel,1999,4,511,202,150,125,24,10,0
Sound Off!,"David Steinberg, Brian Smith (Illustrations)",Paperback,96,Grosset,2008,3.9899999999999998,511,225,116,118,43,9,0
The Magic Nesting Doll,"Jacqueline K. Ogburn (Author), Laurel Long (Illustrator)",Hardcover,32,Dial,2000,4.31,511,267,162,63,12,7,1
Thursday's Children,Rumer Godden,Paperback,249,Laurel Leaf,1987,4.2700000000000005,511,247,173,76,11,4,1
It Began with a Page: How Gyo Fujikawa Drew the Way,"Kyo Maclear (Author), Julie Morstad (Illustrations)",Hardcover,48,Tundra,2019,4.44,510,287,171,43,7,2,1
Snow,Sam Usher,Hardcover,40,Templar,2015,3.64,510,82,199,195,30,4,0
Hooray for Today!,Brian Won (Author),Hardcover,32,Houghton Mifflin Harcourt,2016,3.78,509,92,235,164,15,3,0
Samurai Santa: A Very Ninja Christmas,Rubin Pingk (Author),Hardcover,40,Simon Schuster Books for Young Readers,2015,3.9099999999999997,509,143,211,126,26,3,0
Fluffy,Simone Lia,Hardcover,192,Jonathan Cape,2007,3.9499999999999997,509,186,167,111,37,8,0
Stegothesaurus,"Bridget Heos (Author), T.L. McBeth (Illustrator)",Hardcover,36,Henry Holt and Company,2018,4.26,508,210,230,60,7,1,1
"Squeak, Rumble, Whomp! Whomp! Whomp!: A Sonic Adventure","Wynton Marsalis, Paul Rogers (Illustrations)",Hardcover,40,Candlewick,2012,3.68,508,95,207,163,34,9,0
"The Foggy, Foggy Forest",Nick Sharratt,Hardcover,24,Candlewick,2008,3.95,508,165,186,128,26,3,0
The Lion's Paw,Robb White,Hardcover,243,AW Ink,2008,4.41,508,302,134,57,9,6,1
Edward and the Pirates,David McPhail,Hardcover,32,Little Brown and Company,1997,3.88,508,153,180,142,28,5,0
The Cow Who Fell in the Canal,"Phyllis Krasilovsky, Peter Spier",Paperback,36,Puffin,1970,3.9499999999999997,508,190,153,124,32,9,0
The Princess and the Goblin / Princess and Curdie,George MacDonald,Paperback,NA,PlanetMonk,1970,4.22,508,241,160,89,12,6,1
Dad By My Side,Soosh,Hardcover,40,Little Brown Books for Young Readers,2018,4.359999999999999,507,265,168,65,7,2,1
Cat,B. Kliban,Paperback,160,Workman Publishing Company,2012,4.18,507,242,143,97,20,5,1
Lousy Rotten Stinkin' Grapes,"Margie Palatini (Author), Barry Moser (Illustrator)",Hardcover,32,Simon,2009,4.01,507,180,187,112,19,9,1
Wolf's Coming!,Joe Kulka,Hardcover,32,Carolrhoda,2007,4.1499999999999995,507,206,191,93,13,4,1
Epossumondas,"Coleen Salley, Janet Stevens (Illustrator)",Hardcover,40,Harcourt,2002,3.9699999999999998,507,183,169,120,27,8,0
The Cow Who Fell in the Canal,"Phyllis Krasilovsky, Peter Spier (illustrator)",Paperback,33,Mammoth,1991,3.9499999999999997,507,190,153,123,32,9,0
"Little Black, a Pony","Walter Farley (writer), James Schucker (illustratar), Steven Farley",Hardcover,62,Random House Books for Young Readers,1961,4.3,507,279,126,82,15,5,1
Glamourpuss,"Sarah Weeks, David Small (Illustrations)",Hardcover,40,Scholastic,2015,3.79,506,118,205,152,23,8,0
Kaķīša dzirnavas,Kārlis Skalbe,Paperback,28,Zvaigzne ABC,2007,4.13,506,212,182,88,16,8,1
"My Cat, The Silliest Cat in the World",Gilles Bachelet,Hardcover,24,Harry N Abrams,2006,3.9699999999999998,506,174,184,112,29,7,0
"Bubble Gum, Bubble Gum","Lisa Wheeler (Author), Laura Huliska-Beith (Illustrations)",Hardcover,32,Little Brown Books for Young Readers,2004,4.07,506,198,180,99,21,8,1
Summer,"Alice Low, Roy McKie (Illustrations)",Hardcover,48,Random House Books for Young Readers,2001,4.1499999999999995,506,243,134,96,26,7,1
A Monster Like Me,Wendy S. Swore (Author),Hardcover,304,Shadow Mountain,2019,3.9,505,162,190,108,30,15,0
The Little Grumpy Cat that Wouldn't (Grumpy Cat) (Little Golden Book),Steph Laberis (Illustrator),Kindle Edition,24,Golden,2016,4.119999999999999,505,242,134,88,30,11,1
The Oldest Student: How Mary Walker Learned to Read,"Rita Lorraine Hubbard, Oge Mora (Author) (Illustrator)",Hardcover,40,Schwartz,2020,4.6899999999999995,504,370,116,16,2,0,1
My Cousin Momo,Zachariah OHora,Hardcover,32,Dial,2015,3.82,504,108,223,150,20,3,0
A Lion in the Meadow,"Margaret Mahy, Jenny Williams (Illustrator)",Paperback,26,Puffin,1995,4.1499999999999995,504,237,142,95,22,8,1
Noddy Goes To Toyland,"Enid Blyton, Edgar Hodges (Illustrator)",Hardcover,32,Littlehampton Book Services,1986,4.01,504,191,169,113,22,9,1
Bring Me a Rock!,Daniel Miyares,Hardcover,40,Simon Schuster Books for Young Readers,2016,3.52,503,60,211,171,53,8,0
How to Find a Fox,Nilah Magruder (Author),Hardcover,40,Feiwel,2016,4.04,503,174,207,97,20,5,1
Whopper Cake,"Karma Wilson (Author), Will Hillenbrand",Hardcover,32,Margaret K McElderry,2007,3.9499999999999997,503,135,226,124,17,1,0
Moose Tracks!,"Karma Wilson (Author), Jack E. Davis (Illustrator)",Hardcover,32,Margaret K McElderry,2006,3.68,503,100,193,166,37,7,0
Garfield Hogs the Spotlight,Jim Davis,Paperback,128,Ballantine,2000,4.23,503,256,137,84,20,6,1
Miss Lina's Ballerinas,"Grace Maccarone (Illustrations), Christine Davenier (Illustrator)",Hardcover,40,Feiwel,2010,4.01,502,152,229,98,19,4,1
Pegasus,"Marianna Mayer, Kinuko Y. Craft",Hardcover,40,HarperCollins,1998,4.159999999999999,502,226,158,95,16,7,1
"Static Shock, Vol. 1: Supercharged","Scott McDaniel, John Rozum, Marc Bernardin",Paperback,192,DC Comics,2012,3.3,502,143,84,108,113,54,0
Santa's Favorite Story: Santa Tells the Story of the First Christmas,Hisako Aoki,Hardcover,28,Simon Schuster Books for Young Readers,2007,4.05,502,215,140,112,28,7,1
Snuggle Up Sleepy Ones,"Claire Freedman, Tina Macnaughton (Illustrator)",Paperback,26,Good,2013,4.1,501,211,166,94,23,7,1
Duck Sock Hop,"Jane Kohuth (Author), Jane Porter (Author) (Illustrator)",Hardcover,32,Dial,2012,3.73,501,113,177,181,25,5,0
Hands Are Not for Hitting,"Martine Agassi, Marieka Heinlen (Illustrator)",Paperback,35,Free Spirit Publishing,2001,4.05,501,180,191,110,17,3,1
The Three Billy Goats Gruff,Stephen Carpenter (Illustrator),Paperback,24,HarperFestival,1998,4.1,501,216,149,110,23,3,1
Betty Goes Bananas,Steve Antony (Author),Hardcover,32,Schwartz,2014,3.59,500,97,166,182,44,11,0
A Child's Book of Art: Great Pictures First Words,Lucy Micklethwait,Hardcover,64,DK Publishing,1993,4.29,500,262,148,67,17,6,1
Hubert's Hair Raising Adventure,Bill Peet,Paperback,40,HMH Books for Young Readers,1979,4.23,500,237,157,92,11,3,1
Pitch Black,"Youme Landowne (Visual Art), Anthony Horton",Hardcover,40,Cinco Puntos,2008,3.8,500,133,182,144,32,9,0
Millicent and the Wind,"Robert Munsch, Suzanne Duranceau (Illustrator)",Paperback,32,Annick,1984,3.73,499,142,157,138,46,16,0
Big Anthony and the Magic Ring,Tomie dePaola,Paperback,32,HMH Books for Young Readers,1979,4.1,499,192,187,102,13,5,1
Library on Wheels: Mary Lemist Titcomb and America's First Bookmobile,Sharlee Glenn,Hardcover,56,Abrams,2018,4.37,498,262,175,50,5,6,1
The Short Giraffe,"Neil Flory (Author), Mark Cleary (Illustrator)",Paperback,24,Allen,2014,3.78,498,103,208,166,16,5,0
Little Mouse,Alison Murray,Hardcover,32,Little Brown Books for Young Readers,2013,3.94,498,146,196,136,18,2,0
Dangerously Ever After,"Dashka Slater (Author), Valeria Docampo (Illustrations)",Hardcover,40,Dial,2012,3.84,498,138,185,134,37,4,0
What Pete Ate from A to Z,Maira Kalman,Paperback,48,Puffin,2003,4.09,498,208,174,78,31,7,1
"No Fighting, No Biting!","Else Holmelund Minarik, Maurice Sendak (Illustrations)",Paperback,64,HarperCollins,1978,4.01,498,197,165,91,34,11,1
Humphrey's First Christmas,Carol Heyer (Author),Hardcover,32,WorthyKids,2012,4.28,497,259,143,72,19,4,1
Mapping Penny's World,Loreen Leedy (Author),Hardcover,32,Henry Holt and Co,2000,3.9499999999999997,497,163,177,129,23,5,0
Mr. Squirrel and the Moon,"Sebastian Meschenmoser, David Henry Wilson (Translator)",Hardcover,48,NorthSouth,2015,4.01,497,186,178,93,31,9,1
Amelia's Family Ties,Marissa Moss,Paperback,38,American Girl Publishing,2000,4,497,180,162,130,23,2,0
Shout! Shout It Out!,Denise Fleming (Author),Hardcover,40,Henry Holt,2011,3.81,496,154,158,130,45,9,0
"Merry Christmas, Little Critter!",Mercer Mayer,Paperback,16,HarperFestival,2004,4.09,496,223,128,118,20,7,1
Fall Leaves Fall!,"Zoe Hall, Shari Halpern (Illustrator)",Hardcover,40,Scholastic,2000,3.7,496,106,168,194,25,3,0
"Hi, Cat!",Ezra Jack Keats,Hardcover,NA,Viking Books for Young Readers,1999,3.71,496,135,152,149,49,11,0
The Maggie B.,Irene Haas,Hardcover,32,Margaret K McElderry,1975,4.430000000000001,496,308,112,59,13,4,1
The Singing Mermaid,Julia Donaldson,Hardcover,NA,Pan Macmillan Childrens,2012,4.119999999999999,496,213,160,100,16,7,1
Plume,Isabelle Simler,Hardcover,42,Eerdmans Books for Young Readers,2017,4.14,495,179,222,82,9,3,1
Sophie and the Donkey,"Comtesse de Ségur, Keren Eisenzweig",Paperback,NA,NA,2016,4,495,177,175,114,26,3,0
Roly Poly Pangolin,Anna Dewdney,Hardcover,40,Viking Juvenile,2010,3.8699999999999997,495,145,172,148,28,2,0
House of Dolls,"Francesca Lia Block (Author), Barbara McClintock (Author) (Illustrator)",Hardcover,61,HarperCollins,2010,3.57,495,103,161,159,59,13,0
"Little Miss, Big Sis","Amy Krouse Rosenthal, Peter H. Reynolds (Illustrator)",Hardcover,40,HarperCollins,2015,3.96,494,139,216,121,16,2,0
Blanche Neige,"Benjamin Lacombe (Illustrator), Jacob Grimm, Wilhelm Grimm, Suzanne Kabok (Translator)",Hardcover,46,Milan,2010,4.470000000000001,493,303,134,43,10,3,1
Sand Land,Akira Toriyama,Paperback,224,VIZ Media,2003,3.79,493,137,169,143,34,10,0
Danza!: Amalia Hernández and El Ballet Folklórico de México,Duncan Tonatiuh,Hardcover,32,Abrams Books for Young Readers,2017,4.109999999999999,492,169,230,77,11,5,1
This Is a Ball,"Beck Stanton, Matt Stanton (Author)",Hardcover,32,ABC,2015,3.95,492,167,182,105,29,9,0
I Spy on the Farm,Edward Gibbs,Hardcover,32,Templar,2012,3.93,492,132,215,126,18,1,0
Welcome Comfort,Patricia Polacco,Paperback,40,Puffin,2002,4.22,492,223,167,89,12,1,1
The Swineherd,"Hans Christian Andersen, Lisbeth Zwerger (Illustrator), Anthea Bell (Translation)",Hardcover,32,NorthSouth,1995,3.59,492,122,127,172,60,11,0
